state,year,sex,race,deaths,population,crude_rate,age_adjusted_rate,years_pll
Kentucky,2019,Females,American Indian / Alaska Native,0**,6400,0.00**,0.00**,
Kentucky,2019,Females,HI Native / Pacific Islander,0**,2073,0.00**,0.00**,
Kentucky,2019,Females,More than One Race,0**,46147,0.00**,0.00**,
Kentucky,2018,Males,White,623,1924762,32.37,31.18,"11,781"
Kentucky,2018,Males,Black,31,186391,16.63,15.47,959
Kentucky,2018,Males,American Indian / Alaska Native,0**,6921,0.00**,0.00**,
Kentucky,2018,Females,White,132,1986948,6.64,6.71,"2,690"
Kentucky,2018,Females,American Indian / Alaska Native,0**,6355,0.00**,0.00**,
Kentucky,2018,Females,HI Native / Pacific Islander,0**,2014,0.00**,0.00**,
Louisiana,2023,Males,White,455,1420098,32.04,30.48,"8,077"
Louisiana,2023,Males,Black,112,705518,15.88,15.94,"3,524"
Louisiana,2023,Males,HI Native / Pacific Islander,0**,1607,0.00**,0.00**,
Louisiana,2023,Females,White,118,1440883,8.19,8.07,"2,182"
Louisiana,2023,Females,Black,23,785492,2.93,2.93,559
Louisiana,2023,Females,American Indian / Alaska Native,0**,20068,0.00**,0.00**,
Louisiana,2023,Females,HI Native / Pacific Islander,0**,1570,0.00**,0.00**,
Louisiana,2023,Females,More than One Race,0**,45616,0.00**,0.00**,
Louisiana,2022,Males,White,468,1428143,32.77,31.36,"8,489"
Louisiana,2022,Males,Black,117,707873,16.53,16.83,"3,283"
Louisiana,2022,Males,HI Native / Pacific Islander,0**,1621,0.00**,0.00**,
Louisiana,2022,Females,White,114,1447053,7.88,7.64,"2,079"
Louisiana,2022,Females,Black,15**,786847,1.91**,1.98**,475
Louisiana,2022,Females,Asian,0**,44461,0.00**,0.00**,
Louisiana,2022,Females,HI Native / Pacific Islander,0**,1605,0.00**,0.00**,
Louisiana,2021,Males,White,449,1442855,31.12,30.33,"8,677"
Louisiana,2021,Males,Black,91,716152,12.71,13.27,"2,554"
Louisiana,2021,Males,HI Native / Pacific Islander,0**,1625,0.00**,0.00**,
Louisiana,2021,Females,White,113,1458820,7.75,7.41,"2,255"
Louisiana,2021,Females,Black,22,793462,2.77,2.96,672
Louisiana,2021,Females,HI Native / Pacific Islander,0**,1600,0.00**,0.00**,
Louisiana,2020,Males,White,429,1455036,29.48,28.7,"8,228"
Louisiana,2020,Males,Black,82,719367,11.4,11.34,"2,460"
Louisiana,2020,Males,HI Native / Pacific Islander,0**,1573,0.00**,0.00**,
Louisiana,2020,Females,White,104,1467820,7.09,7.11,"2,090"
Louisiana,2020,Females,Black,15**,796451,1.88**,1.78**,396
Louisiana,2020,Females,HI Native / Pacific Islander,0**,1579,0.00**,0.00**,
Louisiana,2020,Females,More than One Race,0**,43089,0.00**,0.00**,
Louisiana,2019,Males,White,472,1444399,32.68,31.78,"9,386"
Louisiana,2019,Males,Black,80,725719,11.02,11.02,"2,153"
Louisiana,2019,Males,HI Native / Pacific Islander,0**,1530,0.00**,0.00**,
Louisiana,2019,Females,White,120,1476013,8.13,7.98,"2,114"
Louisiana,2019,Females,Black,16**,805322,1.99**,2.07**,393
Louisiana,2019,Females,HI Native / Pacific Islander,0**,1471,0.00**,0.00**,
Louisiana,2018,Males,White,469,1449954,32.35,31.12,"9,092"
Louisiana,2018,Males,Black,80,725893,11.02,11.02,"2,080"
Louisiana,2018,Males,More than One Race,0**,38823,0.00**,0.00**,
Louisiana,2018,Females,White,130,1480698,8.78,8.53,"2,325"
Louisiana,2018,Females,Black,26,804332,3.23,3.18,804
Louisiana,2018,Females,HI Native / Pacific Islander,0**,1422,0.00**,0.00**,
Maine,2023,Males,White,203,643388,31.55,28.98,"3,338"
Maine,2023,Males,HI Native / Pacific Islander,0**,319,0.00**,0.00**,
Maine,2023,Females,White,58,664462,8.73,8.57,"1,066"
Maine,2023,Females,American Indian / Alaska Native,0**,4953,0.00**,0.00**,
Maine,2023,Females,Asian,0**,10933,0.00**,0.00**,
Maine,2023,Females,HI Native / Pacific Islander,0**,259,0.00**,0.00**,
Maine,2022,Males,White,198,642144,30.83,27.55,"2,816"
Maine,2022,Males,HI Native / Pacific Islander,0**,306,0.00**,0.00**,
Maine,2022,Females,White,51,662709,7.7,7.59,968
Maine,2022,Females,HI Native / Pacific Islander,0**,250,0.00**,0.00**,
Maine,2022,Females,More than One Race,0**,13679,0.00**,0.00**,
Maine,2021,Males,White,222,638874,34.75,32.94,"4,018"
Maine,2021,Males,HI Native / Pacific Islander,0**,289,0.00**,0.00**,
Maine,2021,Males,More than One Race,0**,13154,0.00**,0.00**,
Maine,2021,Females,White,47,659164,7.13,7.36,"1,023"
Maine,2021,Females,American Indian / Alaska Native,0**,4885,0.00**,0.00**,
Maine,2021,Females,Asian,0**,10421,0.00**,0.00**,
Maine,2021,Females,HI Native / Pacific Islander,0**,255,0.00**,0.00**,
Maine,2021,Females,More than One Race,0**,13242,0.00**,0.00**,
Maine,2020,Males,White,187,633589,29.51,28.05,"3,408"
Maine,2020,Males,HI Native / Pacific Islander,0**,270,0.00**,0.00**,
Maine,2020,Females,White,38,653206,5.82,5.35,594
Maine,2020,Females,Black,0**,10859,0.00**,0.00**,
Maine,2020,Females,More than One Race,0**,12667,0.00**,0.00**,
Maine,2019,Males,White,221,621453,35.56,33.13,"3,753"
Maine,2019,Males,American Indian / Alaska Native,0**,4722,0.00**,0.00**,
Maine,2019,Males,Asian,0**,7851,0.00**,0.00**,
Maine,2019,Females,White,48,649080,7.4,7.34,917
Maine,2019,Females,American Indian / Alaska Native,0**,4822,0.00**,0.00**,
Maine,2019,Females,HI Native / Pacific Islander,0**,220,0.00**,0.00**,
Maine,2019,Females,More than One Race,0**,12260,0.00**,0.00**,
Maine,2018,Males,White,208,619855,33.56,30.56,"3,431"
Maine,2018,Males,Asian,0**,7525,0.00**,0.00**,
Maine,2018,Males,HI Native / Pacific Islander,0**,245,0.00**,0.00**,
Maine,2018,Females,White,50,647609,7.72,7.06,884
Maine,2018,Females,American Indian / Alaska Native,0**,4764,0.00**,0.00**,
Maine,2018,Females,Asian,0**,9563,0.00**,0.00**,
Maine,2018,Females,HI Native / Pacific Islander,0**,222,0.00**,0.00**,
Maine,2018,Females,More than One Race,0**,11911,0.00**,0.00**,
Maryland,2023,Males,White,318,1756171,18.11,16.96,"5,669"
Maryland,2023,Males,Black,105,912663,11.51,11.32,"3,092"
Maryland,2023,Males,Asian,31,208616,14.86,14.73,654
Maryland,2023,Females,White,105,1777854,5.91,5.12,"1,394"
Maryland,2023,Females,Black,21,1038001,2.02,1.99,499
Maryland,2023,Females,HI Native / Pacific Islander,0**,3960,0.00**,0.00**,
Maryland,2022,Males,White,342,1761509,19.42,17.84,"5,712"
Maryland,2022,Males,Black,107,908334,11.78,11.88,"2,987"
Maryland,2022,Males,American Indian / Alaska Native,0**,23131,0.00**,0.00**,
Maryland,2022,Males,Asian,19**,204960,9.27**,9.25**,454
Maryland,2022,Males,HI Native / Pacific Islander,0**,4129,0.00**,0.00**,
Maryland,2022,Females,White,92,1782355,5.16,4.87,"1,804"
Maryland,2022,Females,Black,33,1032077,3.2,3.11,893
Maryland,2022,Females,Asian,10**,224708,4.45**,4.63**,283
Maryland,2022,Females,HI Native / Pacific Islander,0**,3900,0.00**,0.00**,
Maryland,2022,Females,More than One Race,0**,100970,0.00**,0.00**,
Maryland,2021,Males,White,394,1774274,22.21,20.87,"6,926"
Maryland,2021,Males,Black,93,908316,10.24,10.82,"2,565"
Maryland,2021,Males,American Indian / Alaska Native,0**,22163,0.00**,0.00**,
Maryland,2021,Males,Asian,14**,202661,6.91**,7.55**,362
Maryland,2021,Females,White,85,1794389,4.74,4.43,"1,533"
Maryland,2021,Females,Black,25,1030168,2.43,2.42,786
Maryland,2021,Females,American Indian / Alaska Native,0**,20951,0.00**,0.00**,
Maryland,2021,Females,HI Native / Pacific Islander,0**,3858,0.00**,0.00**,
Maryland,2021,Females,More than One Race,0**,98948,0.00**,0.00**,
Maryland,2020,Males,White,363,1782717,20.36,18.79,"5,904"
Maryland,2020,Males,Black,95,905178,10.5,10.64,"2,702"
Maryland,2020,Males,American Indian / Alaska Native,0**,21522,0.00**,0.00**,
Maryland,2020,Males,Asian,15**,200304,7.49**,7.30**,353
Maryland,2020,Males,HI Native / Pacific Islander,0**,4089,0.00**,0.00**,
Maryland,2020,Females,White,82,1802093,4.55,4.52,"1,652"
Maryland,2020,Females,Black,19**,1026418,1.85**,1.88**,595
Maryland,2020,Females,HI Native / Pacific Islander,0**,3783,0.00**,0.00**,
Maryland,2019,Males,White,408,1744953,23.38,21.55,"7,046"
Maryland,2019,Males,Black,94,881032,10.67,10.69,"2,620"
Maryland,2019,Males,Asian,22,195429,11.26,11.17,459
Maryland,2019,Males,HI Native / Pacific Islander,0**,3761,0.00**,0.00**,
Maryland,2019,Females,White,98,1787291,5.48,5.18,"1,771"
Maryland,2019,Females,Black,22,1004502,2.19,2.07,578
Maryland,2019,Females,American Indian / Alaska Native,0**,18264,0.00**,0.00**,
Maryland,2019,Females,HI Native / Pacific Islander,0**,3509,0.00**,0.00**,
Maryland,2018,Males,White,388,1750702,22.16,20.52,"6,850"
Maryland,2018,Males,Black,75,875004,8.57,8.45,"1,950"
Maryland,2018,Males,American Indian / Alaska Native,0**,19058,0.00**,0.00**,
Maryland,2018,Males,Asian,20**,192816,10.37**,10.59**,487
Maryland,2018,Males,HI Native / Pacific Islander,0**,3745,0.00**,0.00**,
Maryland,2018,Females,White,127,1792873,7.08,6.51,"1,961"
Maryland,2018,Females,Black,27,997066,2.71,2.47,621
Maryland,2018,Females,American Indian / Alaska Native,0**,17844,0.00**,0.00**,
Maryland,2018,Females,HI Native / Pacific Islander,0**,3444,0.00**,0.00**,
Massachusetts,2023,Males,White,448,2703821,16.57,14.99,"7,407"
Massachusetts,2023,Males,Black,29,329972,8.79,9.27,794
Massachusetts,2023,Males,American Indian / Alaska Native,0**,19736,0.00**,0.00**,
Massachusetts,2023,Males,Asian,17**,264260,6.43**,7.43**,298
Massachusetts,2023,Males,HI Native / Pacific Islander,0**,3863,0.00**,0.00**,
Massachusetts,2023,Females,White,142,2826540,5.02,4.42,"2,228"
Massachusetts,2023,Females,Black,13**,345331,3.77**,3.68**,373
Massachusetts,2023,Females,American Indian / Alaska Native,0**,18941,0.00**,0.00**,
Massachusetts,2023,Females,HI Native / Pacific Islander,0**,4099,0.00**,0.00**,
Massachusetts,2023,Females,More than One Race,0**,99429,0.00**,0.00**,
Massachusetts,2022,Males,White,446,2712011,16.45,15.05,"7,782"
Massachusetts,2022,Males,Black,34,323348,10.52,10.1,967
Massachusetts,2022,Males,Asian,10**,257717,3.88**,3.50**,344
Massachusetts,2022,Males,HI Native / Pacific Islander,0**,3798,0.00**,0.00**,
Massachusetts,2022,Females,White,115,2835290,4.06,3.71,"2,076"
Massachusetts,2022,Females,American Indian / Alaska Native,0**,18347,0.00**,0.00**,
Massachusetts,2022,Females,HI Native / Pacific Islander,0**,4048,0.00**,0.00**,
Massachusetts,2021,Males,White,418,2729891,15.31,14.01,"7,527"
Massachusetts,2021,Males,Black,29,318033,9.12,8.69,907
Massachusetts,2021,Males,American Indian / Alaska Native,0**,18743,0.00**,0.00**,
Massachusetts,2021,Males,Asian,16**,253515,6.31**,5.79**,514
Massachusetts,2021,Males,HI Native / Pacific Islander,0**,3804,0.00**,0.00**,
Massachusetts,2021,Males,More than One Race,0**,93387,0.00**,0.00**,
Massachusetts,2021,Females,White,125,2852635,4.38,3.84,"1,981"
Massachusetts,2021,Females,American Indian / Alaska Native,0**,17949,0.00**,0.00**,
Massachusetts,2021,Females,Asian,11**,272441,4.04**,3.92**,215
Massachusetts,2021,Females,HI Native / Pacific Islander,0**,4012,0.00**,0.00**,
Massachusetts,2020,Males,White,432,2744190,15.74,14.44,"7,509"
Massachusetts,2020,Males,Black,21,313413,6.7,7.21,568
Massachusetts,2020,Males,Asian,14**,249819,5.60**,5.23**,342
Massachusetts,2020,Males,HI Native / Pacific Islander,0**,3759,0.00**,0.00**,
Massachusetts,2020,Males,More than One Race,0**,91239,0.00**,0.00**,
Massachusetts,2020,Females,White,133,2866692,4.64,4.49,"2,834"
Massachusetts,2020,Females,American Indian / Alaska Native,0**,17789,0.00**,0.00**,
Massachusetts,2020,Females,Asian,11**,267356,4.11**,3.99**,234
Massachusetts,2020,Females,HI Native / Pacific Islander,0**,3906,0.00**,0.00**,
Massachusetts,2020,Females,More than One Race,0**,92104,0.00**,0.00**,
Massachusetts,2019,Males,White,451,2692164,16.75,14.91,"7,727"
Massachusetts,2019,Males,Black,32,304267,10.52,10.19,"1,029"
Massachusetts,2019,Males,American Indian / Alaska Native,0**,17816,0.00**,0.00**,
Massachusetts,2019,Males,HI Native / Pacific Islander,0**,3640,0.00**,0.00**,
Massachusetts,2019,Males,More than One Race,0**,87609,0.00**,0.00**,
Massachusetts,2019,Females,White,144,2853401,5.05,4.88,"2,729"
Massachusetts,2019,Females,American Indian / Alaska Native,0**,17174,0.00**,0.00**,
Massachusetts,2019,Females,Asian,10**,261522,3.82**,3.39**,220
Massachusetts,2019,Females,HI Native / Pacific Islander,0**,3780,0.00**,0.00**,
Massachusetts,2018,Males,White,510,2701363,18.88,17.27,"8,709"
Massachusetts,2018,Males,Black,31,299058,10.37,10.32,941
Massachusetts,2018,Males,Asian,14**,234646,5.97**,5.51**,427
Massachusetts,2018,Males,HI Native / Pacific Islander,0**,3546,0.00**,0.00**,
Massachusetts,2018,Females,White,164,2863932,5.73,5.24,"3,020"
Massachusetts,2018,Females,Black,11**,318028,3.46**,3.18**,293
Massachusetts,2018,Females,American Indian / Alaska Native,0**,16865,0.00**,0.00**,
Massachusetts,2018,Females,HI Native / Pacific Islander,0**,3673,0.00**,0.00**,
Michigan,2023,Males,White,"1,076",3940416,27.31,26.51,"20,640"
Michigan,2023,Males,Black,110,674589,16.31,15.79,"3,292"
Michigan,2023,Males,Asian,23,177417,12.96,11.77,598
Michigan,2023,Males,HI Native / Pacific Islander,0**,2494,0.00**,0.00**,
Michigan,2023,Females,White,256,3958261,6.47,6.46,"5,251"
Michigan,2023,Females,Black,27,741568,3.64,3.66,698
Michigan,2023,Females,HI Native / Pacific Islander,0**,2367,0.00**,0.00**,
Michigan,2022,Males,White,"1,037",3944843,26.29,25.18,"18,742"
Michigan,2022,Males,Black,98,675719,14.5,14.52,"2,636"
Michigan,2022,Males,Asian,15**,173860,8.63**,7.97**,431
Michigan,2022,Males,HI Native / Pacific Islander,0**,2406,0.00**,0.00**,
Michigan,2022,Males,More than One Race,17**,137912,12.33**,15.45**,564
Michigan,2022,Females,White,280,3961831,7.07,6.92,"5,455"
Michigan,2022,Females,Black,30,742716,4.04,4.05,902
Michigan,2022,Females,Asian,14**,176919,7.91**,7.24**,460
Michigan,2022,Females,HI Native / Pacific Islander,0**,2300,0.00**,0.00**,
Michigan,2021,Males,White,"1,027",3952734,25.98,24.7,"19,187"
Michigan,2021,Males,Black,121,679023,17.82,17.67,"3,497"
Michigan,2021,Males,American Indian / Alaska Native,12**,37171,32.28**,32.73**,284
Michigan,2021,Males,Asian,16**,170471,9.39**,9.08**,517
Michigan,2021,Males,HI Native / Pacific Islander,0**,2292,0.00**,0.00**,
Michigan,2021,Males,More than One Race,23,134708,17.07,22.26,718
Michigan,2021,Females,White,242,3966947,6.1,5.84,"4,672"
Michigan,2021,Females,Black,31,745039,4.16,4.33,877
Michigan,2021,Females,HI Native / Pacific Islander,0**,2218,0.00**,0.00**,
Michigan,2020,Males,White,"1,005",3969840,25.32,24.02,"18,333"
Michigan,2020,Males,Black,97,682242,14.22,14.39,"2,677"
Michigan,2020,Males,American Indian / Alaska Native,12**,36917,32.51**,28.90**,303
Michigan,2020,Males,Asian,12**,169794,7.07**,5.93**,407
Michigan,2020,Males,HI Native / Pacific Islander,0**,2250,0.00**,0.00**,
Michigan,2020,Males,More than One Race,16**,132085,12.11**,17.29**,470
Michigan,2020,Females,White,253,3984189,6.35,6.12,"4,998"
Michigan,2020,Females,Black,34,747484,4.55,4.82,869
Michigan,2020,Females,HI Native / Pacific Islander,0**,2151,0.00**,0.00**,
Michigan,2019,Males,White,"1,034",3917243,26.4,25.07,"18,964"
Michigan,2019,Males,Black,100,668778,14.95,15.06,"2,976"
Michigan,2019,Males,Asian,12**,166381,7.21**,6.89**,296
Michigan,2019,Males,HI Native / Pacific Islander,0**,2194,0.00**,0.00**,
Michigan,2019,Males,More than One Race,17**,127108,13.37**,16.28**,639
Michigan,2019,Females,White,259,3987042,6.5,6.3,"4,917"
Michigan,2019,Females,Black,23,740211,3.11,3,648
Michigan,2019,Females,Asian,10**,170565,5.86**,5.33**,281
Michigan,2019,Females,HI Native / Pacific Islander,0**,2108,0.00**,0.00**,
Michigan,2018,Males,White,"1,084",3922207,27.64,26.51,"21,371"
Michigan,2018,Males,Black,106,669078,15.84,16.75,"2,899"
Michigan,2018,Males,Asian,14**,164933,8.49**,7.29**,432
Michigan,2018,Males,HI Native / Pacific Islander,0**,2115,0.00**,0.00**,
Michigan,2018,Males,More than One Race,24,124086,19.34,30.99,588
Michigan,2018,Females,White,272,3993854,6.81,6.65,"5,401"
Michigan,2018,Females,Black,29,739908,3.92,3.93,915
Michigan,2018,Females,Asian,11**,169300,6.50**,5.96**,354
Michigan,2018,Females,HI Native / Pacific Islander,0**,2065,0.00**,0.00**,
Michigan,2018,Females,More than One Race,0**,127292,0.00**,0.00**,
Minnesota,2023,Males,White,564,2364284,23.86,22.56,"10,361"
Minnesota,2023,Males,Black,26,230128,11.3,11.03,782
Minnesota,2023,Males,American Indian / Alaska Native,13**,40930,31.76**,36.88**,309
Minnesota,2023,Males,Asian,28,155196,18.04,18.53,875
Minnesota,2023,Males,HI Native / Pacific Islander,0**,2645,0.00**,0.00**,
Minnesota,2023,Males,More than One Race,11**,82192,13.38**,14.16**,393
Minnesota,2023,Females,White,142,2355367,6.03,5.97,"3,044"
Minnesota,2023,Females,HI Native / Pacific Islander,0**,2542,0.00**,0.00**,
Minnesota,2022,Males,White,588,2364799,24.87,23.98,"11,554"
Minnesota,2022,Males,Black,32,223695,14.31,13.12,"1,073"
Minnesota,2022,Males,American Indian / Alaska Native,15**,40191,37.32**,36.09**,569
Minnesota,2022,Males,Asian,17**,152719,11.13**,9.13**,502
Minnesota,2022,Males,More than One Race,16**,80191,19.95**,42.54**,363
Minnesota,2022,Females,White,169,2355639,7.17,7.21,"3,472"
Minnesota,2022,Females,HI Native / Pacific Islander,0**,2463,0.00**,0.00**,
Minnesota,2021,Males,White,559,2377875,23.51,22.37,"10,631"
Minnesota,2021,Males,Black,24,217648,11.03,10.11,789
Minnesota,2021,Males,American Indian / Alaska Native,23,39876,57.68,62.62,648
Minnesota,2021,Males,Asian,30,150770,19.9,18.13,968
Minnesota,2021,Males,HI Native / Pacific Islander,0**,2519,0.00**,0.00**,
Minnesota,2021,Males,More than One Race,13**,78614,16.54**,17.68**,479
Minnesota,2021,Females,White,134,2366857,5.66,5.72,"2,929"
Minnesota,2021,Females,HI Native / Pacific Islander,0**,2387,0.00**,0.00**,
Minnesota,2020,Males,White,532,2383268,22.32,21.3,"9,746"
Minnesota,2020,Males,Black,27,212220,12.72,12.82,832
Minnesota,2020,Males,American Indian / Alaska Native,17**,39515,43.02**,41.36**,616
Minnesota,2020,Males,Asian,17**,148832,11.42**,11.36**,519
Minnesota,2020,Males,HI Native / Pacific Islander,0**,2398,0.00**,0.00**,
Minnesota,2020,Males,More than One Race,13**,77016,16.88**,18.77**,477
Minnesota,2020,Females,White,131,2372696,5.52,5.31,"2,657"
Minnesota,2020,Females,HI Native / Pacific Islander,0**,2269,0.00**,0.00**,
Minnesota,2019,Males,White,556,2345964,23.7,22.69,"11,005"
Minnesota,2019,Males,Black,26,203843,12.76,12.66,756
Minnesota,2019,Males,American Indian / Alaska Native,18**,38588,46.65**,45.66**,608
Minnesota,2019,Males,Asian,26,144809,17.96,16.54,826
Minnesota,2019,Males,HI Native / Pacific Islander,0**,2305,0.00**,0.00**,
Minnesota,2019,Males,More than One Race,12**,73881,16.24**,23.93**,389
Minnesota,2019,Females,White,158,2368586,6.67,6.27,"2,853"
Minnesota,2019,Females,Black,10**,195437,5.12**,5.47**,276
Minnesota,2019,Females,American Indian / Alaska Native,12**,38397,31.25**,34.90**,401
Minnesota,2019,Females,Asian,10**,151362,6.61**,7.49**,269
Minnesota,2019,Females,HI Native / Pacific Islander,0**,2207,0.00**,0.00**,
Minnesota,2018,Males,White,543,2342858,23.18,22.52,"11,594"
Minnesota,2018,Males,Black,17**,196434,8.65**,8.37**,532
Minnesota,2018,Males,American Indian / Alaska Native,14**,38333,36.52**,42.70**,471
Minnesota,2018,Males,Asian,19**,141713,13.41**,12.33**,592
Minnesota,2018,Females,White,123,2365753,5.2,5.19,"2,586"
Minnesota,2018,Females,HI Native / Pacific Islander,0**,2147,0.00**,0.00**,
Mississippi,2023,Males,White,285,854281,33.36,32.45,"4,822"
Mississippi,2023,Males,Black,75,522199,14.36,14.94,"2,242"
Mississippi,2023,Males,HI Native / Pacific Islander,0**,1087,0.00**,0.00**,
Mississippi,2023,Females,White,77,872201,8.83,8.96,"1,593"
Mississippi,2023,Females,Black,12**,589485,2.04**,2.26**,361
Mississippi,2023,Females,Asian,0**,18747,0.00**,0.00**,
Mississippi,2023,Females,HI Native / Pacific Islander,0**,1003,0.00**,0.00**,
Mississippi,2022,Males,White,255,855490,29.81,28.53,"4,690"
Mississippi,2022,Males,Black,58,522815,11.09,11.61,"1,531"
Mississippi,2022,Males,HI Native / Pacific Islander,0**,1067,0.00**,0.00**,
Mississippi,2022,Females,White,72,872457,8.25,7.99,"1,154"
Mississippi,2022,Females,Black,19**,589577,3.22**,3.48**,498
Mississippi,2022,Females,HI Native / Pacific Islander,0**,932,0.00**,0.00**,
Mississippi,2022,Females,More than One Race,0**,22228,0.00**,0.00**,
Mississippi,2021,Males,White,302,859529,35.14,34.58,"5,763"
Mississippi,2021,Males,Black,74,526276,14.06,14.24,"2,153"
Mississippi,2021,Males,HI Native / Pacific Islander,0**,1036,0.00**,0.00**,
Mississippi,2021,Females,White,80,875204,9.14,8.43,"1,376"
Mississippi,2021,Females,Black,10**,592113,1.69**,1.62**,309
Mississippi,2021,Females,American Indian / Alaska Native,0**,9442,0.00**,0.00**,
Mississippi,2021,Females,Asian,0**,17707,0.00**,0.00**,
Mississippi,2021,Females,HI Native / Pacific Islander,0**,910,0.00**,0.00**,
Mississippi,2021,Females,More than One Race,0**,21510,0.00**,0.00**,
Mississippi,2020,Males,White,280,863245,32.44,32.06,"5,364"
Mississippi,2020,Males,Black,63,528727,11.92,12.31,"1,789"
Mississippi,2020,Males,Asian,0**,15481,0.00**,0.00**,
Mississippi,2020,Males,HI Native / Pacific Islander,0**,1030,0.00**,0.00**,
Mississippi,2020,Females,White,52,877962,5.92,6.32,"1,250"
Mississippi,2020,Females,American Indian / Alaska Native,0**,9349,0.00**,0.00**,
Mississippi,2020,Females,Asian,0**,17497,0.00**,0.00**,
Mississippi,2020,Females,HI Native / Pacific Islander,0**,913,0.00**,0.00**,
Mississippi,2020,Females,More than One Race,0**,20911,0.00**,0.00**,
Mississippi,2019,Males,White,289,868363,33.28,32.14,"5,715"
Mississippi,2019,Males,Black,63,529867,11.89,12.29,"1,612"
Mississippi,2019,Males,American Indian / Alaska Native,0**,9242,0.00**,0.00**,
Mississippi,2019,Males,HI Native / Pacific Islander,0**,1005,0.00**,0.00**,
Mississippi,2019,Females,White,71,889367,7.98,7.73,"1,199"
Mississippi,2019,Females,Asian,0**,17417,0.00**,0.00**,
Mississippi,2019,Females,HI Native / Pacific Islander,0**,859,0.00**,0.00**,
Mississippi,2018,Males,White,286,871411,32.82,31.11,"5,371"
Mississippi,2018,Males,Black,51,530949,9.61,9.47,"1,392"
Mississippi,2018,Males,HI Native / Pacific Islander,0**,1014,0.00**,0.00**,
Mississippi,2018,Females,White,72,891245,8.08,7.91,"1,309"
Mississippi,2018,Females,American Indian / Alaska Native,0**,9190,0.00**,0.00**,
Mississippi,2018,Females,HI Native / Pacific Islander,0**,837,0.00**,0.00**,
Missouri,2023,Males,White,826,2531614,32.63,31.17,"14,841"
Missouri,2023,Males,Black,87,345625,25.17,24.9,"2,712"
Missouri,2023,Females,White,186,2573369,7.23,7.29,"3,673"
Missouri,2023,Females,Black,11**,379829,2.90**,2.83**,305
Missouri,2022,Males,White,890,2527466,35.21,33.55,"16,111"
Missouri,2022,Males,Black,71,346165,20.51,21.7,"2,067"
Missouri,2022,Males,HI Native / Pacific Islander,0**,6019,0.00**,0.00**,
Missouri,2022,Males,More than One Race,13**,82099,15.84**,19.33**,412
Missouri,2022,Females,White,213,2567214,8.3,8.07,"3,887"
Missouri,2022,Females,Black,16**,379654,4.21**,4.31**,448
Missouri,2022,Females,American Indian / Alaska Native,0**,18985,0.00**,0.00**,
Missouri,2022,Females,HI Native / Pacific Islander,0**,5888,0.00**,0.00**,
Missouri,2021,Males,White,884,2526984,34.98,33.94,"18,322"
Missouri,2021,Males,Black,83,348180,23.84,22.49,"2,499"
Missouri,2021,Females,White,179,2565055,6.98,6.93,"3,731"
Missouri,2021,Females,Black,11**,381671,2.88**,3.06**,303
Missouri,2021,Females,HI Native / Pacific Islander,0**,5455,0.00**,0.00**,
Missouri,2020,Males,White,825,2522756,32.7,32.42,"16,857"
Missouri,2020,Males,Black,60,348588,17.21,17.47,"1,674"
Missouri,2020,Females,White,193,2561157,7.54,7.39,"4,103"
Missouri,2020,Females,Black,14**,382022,3.67**,3.46**,501
Missouri,2019,Males,White,871,2506406,34.75,33.67,"17,290"
Missouri,2019,Males,Black,42,344933,12.18,12.52,"1,358"
Missouri,2019,Males,HI Native / Pacific Islander,0**,5088,0.00**,0.00**,
Missouri,2019,Females,White,188,2579848,7.29,7.11,"3,728"
Missouri,2019,Females,Black,15**,380795,3.94**,3.79**,518
Missouri,2019,Females,American Indian / Alaska Native,0**,17741,0.00**,0.00**,
Missouri,2019,Females,HI Native / Pacific Islander,0**,4976,0.00**,0.00**,
Missouri,2018,Males,White,874,2505386,34.89,33.39,"17,012"
Missouri,2018,Males,Black,67,344785,19.43,19.55,"1,924"
Missouri,2018,Males,More than One Race,10**,72274,13.84**,17.42**,373
Missouri,2018,Females,White,249,2576657,9.66,9.44,"5,273"
Missouri,2018,Females,Black,10**,379650,2.63**,2.45**,266
Missouri,2018,Females,HI Native / Pacific Islander,0**,4758,0.00**,0.00**,
Montana,2023,Males,White,212,510418,41.54,39.55,"3,738"
Montana,2023,Males,American Indian / Alaska Native,24,36340,66.04,67.34,756
Montana,2023,Males,Asian,0**,4875,0.00**,0.00**,
Montana,2023,Males,HI Native / Pacific Islander,0**,573,0.00**,0.00**,
Montana,2023,Females,White,49,494481,9.91,9.28,815
Montana,2023,Females,Black,0**,2931,0.00**,0.00**,
Montana,2023,Females,American Indian / Alaska Native,10**,36547,27.36**,28.41**,323
Montana,2023,Females,HI Native / Pacific Islander,0**,596,0.00**,0.00**,
Montana,2022,Males,White,241,506076,47.62,45.03,"4,456"
Montana,2022,Males,American Indian / Alaska Native,31,36100,85.87,88.26,"1,053"
Montana,2022,Males,HI Native / Pacific Islander,0**,549,0.00**,0.00**,
Montana,2022,Females,White,42,490619,8.56,9.1,974
Montana,2022,Females,Asian,0**,7004,0.00**,0.00**,
Montana,2022,Females,HI Native / Pacific Islander,0**,556,0.00**,0.00**,
Montana,2021,Males,White,250,499113,50.09,49.9,"5,324"
Montana,2021,Males,Black,0**,4112,0.00**,0.00**,
Montana,2021,Males,American Indian / Alaska Native,28,35816,78.18,90.78,904
Montana,2021,Males,Asian,0**,4614,0.00**,0.00**,
Montana,2021,Females,White,54,483539,11.17,11.32,"1,140"
